real_time,timestamp_s,seq,rel_pitch_deg,rel_roll_deg,avg_pitch_deg,avg_roll_deg,accel_x_1,accel_y_1,accel_z_1,gyro_x_1,gyro_y_1,gyro_z_1,accel_x_2,accel_y_2,accel_z_2,gyro_x_2,gyro_y_2,gyro_z_2,q1w,q1x,q1y,q1z,q2w,q2x,q2y,q2z,temp1_C,temp2_C,madgwick_beta1,madgwick_beta2
21:26:45.240,8934.0151,446507,0.683,0.013,0.463,0.01,0.7603,-0.0371,-0.8879,0.02465,-0.11711,0.00533,1.0049,0.0247,0.0613,-0.05902,0.01186,-0.02385,0.66662,-0.03343,-0.74465,-0.00046,0.7283,0.01805,-0.68502,0.00116,49.7,53.19,0.02,0.0747
21:26:45.269,8934.0351,446508,0.655,0.024,0.476,0.011,0.76,-0.0337,-0.8906,0.02305,-0.12857,0.00226,1.0093,0.0305,0.0581,-0.05849,0.00986,-0.02638,0.66628,-0.03344,-0.74495,-0.00046,0.72782,0.01885,-0.68551,0.00042,49.71,53.19,0.02,0.0714
21:26:45.314,8934.0551,446509,0.776,0.03,0.495,0.012,0.76,-0.032,-0.8899,0.02198,-0.11085,0.0028,1.0063,0.0303,0.0623,-0.05902,0.01559,-0.02731,0.66608,-0.03345,-0.74513,-0.00048,0.72835,0.01959,-0.68492,-0.00029,49.7,53.19,0.02,0.0735
21:26:45.315,8934.0751,446510,0.832,0.02,0.515,0.012,0.7576,-0.0364,-0.8821,0.02585,-0.11485,0.0052,1.0083,0.0239,0.0623,-0.05902,0.01292,-0.02305,0.66585,-0.03346,-0.74534,-0.00045,0.72847,0.01853,-0.68482,0.0007,49.7,53.2,0.02,0.0721
21:26:45.316,8934.0951,446511,0.947,0.028,0.539,0.013,0.7632,-0.033,-0.8955,0.02225,-0.1259,0.00107,1.0049,0.0293,0.0632,-0.05875,0.01159,-0.02665,0.66553,-0.03346,-0.74562,-0.00047,0.72887,0.01943,-0.68438,-0.00016,49.7,53.19,0.02,0.0745
21:26:45.344,8934.1151,446512,0.863,0.033,0.556,0.014,0.7578,-0.0315,-0.8865,0.02238,-0.11498,0.00493,1.0042,0.0281,0.0605,-0.05969,0.01319,-0.02571,0.66529,-0.03348,-0.74583,-0.00047,0.72815,0.01925,-0.68515,3e-05,49.7,53.19,0.02,0.0752
21:26:45.360,8934.1351,446513,0.797,0.034,0.568,0.015,0.7581,-0.0344,-0.8921,0.02372,-0.11924,0.00333,1.0078,0.0261,0.0579,-0.05942,0.01226,-0.02531,0.66503,-0.03349,-0.74607,-0.00047,0.72752,0.0188,-0.68583,0.00047,49.69,53.19,0.02,0.0727
21:26:45.389,8934.1551,446514,0.957,0.032,0.586,0.016,0.7588,-0.0369,-0.8909,0.02332,-0.12137,0.0036,1.0085,0.0266,0.064,-0.05982,0.01319,-0.02558,0.66475,-0.03351,-0.74632,-0.00046,0.72822,0.01872,-0.68509,0.00053,49.7,53.19,0.02,0.0718
21:26:45.449,8934.1751,446515,0.899,0.043,0.601,0.017,0.7573,-0.0317,-0.8853,0.02225,-0.11271,0.00373,1.0044,0.0288,0.0593,-0.05915,0.01439,-0.02558,0.66453,-0.03352,-0.74651,-0.00047,0.72767,0.01945,-0.68566,-0.00015,49.69,53.19,0.02,0.0751
21:26:45.451,8934.1951,446516,1.019,0.036,0.619,0.018,0.7593,-0.0349,-0.8916,0.02358,-0.12151,0.00373,1.0054,0.0276,0.0601,-0.05836,0.01239,-0.02518,0.66424,-0.03353,-0.74677,-0.00046,0.72813,0.01861,-0.68519,0.00064,49.71,53.2,0.02,0.0743
21:26:45.453,8934.2151,446517,1.029,0.031,0.636,0.019,0.7649,-0.0332,-0.8914,0.02531,-0.11964,0.0044,1.0095,0.0242,0.0605,-0.05862,0.01625,-0.02198,0.66397,-0.03354,-0.74701,-0.00044,0.72793,0.0176,-0.68542,0.0016,49.72,53.2,0.02,0.0713
21:26:45.464,8934.2351,446518,1.2,0.034,0.658,0.019,0.7661,-0.0315,-0.8899,0.01772,-0.12537,-0.00213,1.0002,0.0232,0.061,-0.05929,0.01119,-0.03011,0.66366,-0.03354,-0.74729,-0.00052,0.72867,0.0174,-0.68464,0.00176,49.72,53.18,0.02,0.0783
21:26:45.479,8934.2551,446519,1.112,0.035,0.676,0.02,0.7537,-0.0405,-0.897,0.02838,-0.11911,0.00853,1.0066,0.0256,0.0544,-0.05782,0.0024,-0.02252,0.66339,-0.03356,-0.74752,-0.00044,0.7279,0.01763,-0.68546,0.00158,49.7,53.19,0.02,0.0737
21:26:45.509,8934.2751,446520,1.206,0.047,0.695,0.021,0.7566,-0.031,-0.8809,0.01759,-0.10059,0.0024,1.0149,0.0298,0.0635,-0.05915,0.02438,-0.02971,0.66326,-0.0336,-0.74764,-0.0005,0.72834,0.01846,-0.68497,0.00078,49.71,53.18,0.02,0.067
21:26:45.553,8934.2951,446521,1.366,0.04,0.719,0.022,0.7581,-0.0413,-0.8777,0.02571,-0.12151,0.00466,1.0032,0.0249,0.0635,-0.05929,0.01279,-0.02225,0.66297,-0.0336,-0.74789,-0.00047,0.72904,0.01806,-0.68423,0.00114,49.71,53.19,0.02,0.0759
21:26:45.555,8934.3151,446522,1.308,0.046,0.74,0.022,0.7642,-0.033,-0.897,0.02305,-0.14162,-0.002,1.0105,0.0247,0.0588,-0.05769,0.00373,-0.02625,0.66254,-0.03357,-0.74827,-0.0005,0.72829,0.01803,-0.68503,0.00119,49.7,53.19,0.02,0.0706
